Service;Nom_Clé_Partagée;Nom_commercial ;Nom technique;URL d'accès
WFS;clc;Corine Land Cover 2018 - Outre-Mer;LANDCOVER.CLC18_DOM:clc18_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 1990-2000 - France Métropolitaine ;LANDCOVER.CHA00_FR:cha00_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2000-2006 - France Métropolitaine ;LANDCOVER.CHA06_FR:cha06_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM:cha06_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2006-2012 - France Métropolitaine ;LANDCOVER.CHA12_FR:cha12_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM:cha12_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2012-2018 – France Métropolitaine ;LANDCOVER.CHA18_FR:cha18_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2012-2018 – Outre-Mer;LANDCOVER.CHA18_DOM:cha18_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 1990 - France Métropolitaine ;LANDCOVER.CLC90_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 1990 - Grille - France Métropolitaine ;LANDCOVER.GRID.CLC90_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - France Métropolitaine ;LANDCOVER.CLC00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - France Entière;LANDCOVER.GRID.CLC00;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - France Métropolitaine;LANDCOVER.GRID.CLC00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - Outre-Mer;LANDCOVER.GRID.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille révisée - France Métropolitaine ;LANDCOVER.GRID.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Outre-Mer ;LANDCOVER.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 révisée - France Métropolitaine ;LANDCOVER.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - France Métropolitaine ;LANDCOVER.CLC06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - France Entière;LANDCOVER.GRID.CLC06;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - France Métropolitaine;LANDCOVER.GRID.CLC06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - Outre-Mer;LANDCOVER.GRID.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille révisée - France Entière;LANDCOVER.GRID.CLC06R;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille révisée - France Métropolitaine;LANDCOVER.GRID.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille révisée - Outre-Mer;LANDCOVER.GRID.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Outre-Mer ;LANDCOVER.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 révisée - France Métropolitaine ;LANDCOVER.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 révisée - Outre-Mer ;LANDCOVER.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - France Métropolitaine ;LANDCOVER.CLC12_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - Grille - France Entière;LANDCOVER.GRID.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - Outre-Mer ;LANDCOVER.CLC12_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute résolution - taux de couvert arboré - France Entière;LANDCOVER.HR.TCD.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute résolution - taux d'imperméabilisation des sols - France Entière ;LANDCOVER.HR.IMD.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute résolution - type de forêt dominant - France Entière;LANDCOVER.HR.DLT.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 révisée - France Entière;LANDCOVER.CLC12R;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 révisée - France Métropolitaine ;LANDCOVER.CLC12R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 révisée - Outre-Mer ;LANDCOVER.CLC12R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute résolution - prairies - France Entière  ;LANDCOVER.HR.GRA.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute résolution - taux de couvert arboré - France Entière;LANDCOVER.HR.TCD.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute résolution - taux d'imperméabilisation des sols - France Entière ;LANDCOVER.HR.IMD.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute résolution - type de forêt dominant - France Entière;LANDCOVER.HR.DLT.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute résolution - zones humides et surfaces en eaux - France Entière;LANDCOVER.HR.WAW.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - France Entière;LANDCOVER.CLC18;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - France Métropolitaine ;LANDCOVER.CLC18_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - Outre-Mer;LANDCOVER.CLC18_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 1990-2000 - France Métropolitaine ;LANDCOVER.CHA00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2000-2006 - France Métropolitaine ;LANDCOVER.CHA06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2006-2012 – France Métropolitaine ;LANDCOVER.CHA12_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2012-2018 – France Métropolitaine ;LANDCOVER.CHA18_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2012-2018 – Outre Mer;LANDCOVER.CHA18_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2018 - France Entière;LANDCOVER.CHA18;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 1990 - France Métropolitaine ;LANDCOVER.CLC90_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 1990 - Grille - France Métropolitaine ;LANDCOVER.GRID.CLC90_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - France Métropolitaine ;LANDCOVER.CLC00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - France Entière;LANDCOVER.GRID.CLC00;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - France Métropolitaine;LANDCOVER.GRID.CLC00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - Outre-Mer;LANDCOVER.GRID.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille révisée - France Métropolitaine ;LANDCOVER.GRID.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Outre-Mer ;LANDCOVER.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 révisée - France Métropolitaine ;LANDCOVER.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - France Métropolitaine ;LANDCOVER.CLC06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - France Entière;LANDCOVER.GRID.CLC06;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - France Métropolitaine;LANDCOVER.GRID.CLC06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - Outre-Mer;LANDCOVER.GRID.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille révisée - France Entière;LANDCOVER.GRID.CLC06R;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille révisée - France Métropolitaine;LANDCOVER.GRID.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille révisée - Outre-Mer;LANDCOVER.GRID.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Outre-Mer ;LANDCOVER.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 révisée - France Métropolitaine ;LANDCOVER.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 révisée - Outre-Mer ;LANDCOVER.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - France Entière;LANDCOVER.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - France Métropolitaine ;LANDCOVER.CLC12_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - Grille - France Entière;LANDCOVER.GRID.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - Outre-Mer ;LANDCOVER.CLC12_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute résolution - taux de couvert arboré - France Entière;LANDCOVER.HR.TCD.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute résolution - taux d'imperméabilisation des sols - France Entière ;LANDCOVER.HR.IMD.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute résolution - type de forêt dominant - France Entière;LANDCOVER.HR.DLT.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 révisée - France Entière;LANDCOVER.CLC12R;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 révisée - France Métropolitaine ;LANDCOVER.CLC12R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 révisée - Outre-Mer ;LANDCOVER.CLC12R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute résolution - prairies - France Entière  ;LANDCOVER.HR.GRA.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute résolution - taux de couvert arboré - France Entière;LANDCOVER.HR.TCD.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute résolution - taux d'imperméabilisation des sols - France Entière ;LANDCOVER.HR.IMD.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute résolution - type de forêt dominant - France Entière;LANDCOVER.HR.DLT.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute résolution - zones humides et surfaces en eaux - France Entière;LANDCOVER.HR.WAW.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - France Entière;LANDCOVER.CLC18;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - France Métropolitaine ;LANDCOVER.CLC18_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - Outre-Mer;LANDCOVER.CLC18_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 1990-2000 - France Métropolitaine ;LANDCOVER.CHA00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2000-2006 - France Métropolitaine ;LANDCOVER.CHA06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2006-2012 – France Métropolitaine ;LANDCOVER.CHA12_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2012-2018 – France Métropolitaine ;LANDCOVER.CHA18_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2012-2018 – Outre Mer;LANDCOVER.CHA18_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2018 - France Entière;LANDCOVER.CHA18;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Constructions;OCSGE.CONSTRUCTIONS;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Constructions 2002;OCSGE.CONSTRUCTIONS.2002;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Constructions 2014;OCSGE.CONSTRUCTIONS.2014;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Constructions 2016;OCSGE.CONSTRUCTIONS.2016;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Couverture;OCSGE.COUVERTURE;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Couverture 2002;OCSGE.COUVERTURE.2002;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Couverture 2014;OCSGE.COUVERTURE.2014;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Couverture 2016;OCSGE.COUVERTURE.2016;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Usage;OCSGE.USAGE;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Usage 2002;OCSGE.USAGE.2002;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Usage 2014;OCSGE.USAGE.2014;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;OCSGE Usage 2016;OCSGE.USAGE.2016;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMS Raster;clé personnelle *;Cartes;GEOGRAPHICALGRIDSYSTEMS.MAPS;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMS Raster;clé personnelle *;SCAN 100®;SCAN100_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMS Raster;clé personnelle *;SCAN 100®  L93;SCAN100_PYR-PNG_FXX_LAMB93;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMS Raster;clé personnelle *;SCAN 25® Touristique;SCAN25TOUR_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMS Raster;clé personnelle *;SCAN OACI;SCANOACI_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMTS;clé personnelle *;Cartes SCAN 25® Touristique;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN25TOUR.L93;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMTS;clé personnelle *;Cartes IGN;GEOGRAPHICALGRIDSYSTEMS.MAPS;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMTS;clé personnelle *;Cartes SCAN 25® Touristique;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN25TOUR;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
WMTS;clé personnelle *;Cartes SCAN OACI;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN-OACI;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le paramètre CLEF étant à remplacer par votre clé personnelle à créer/gérer dans la rubrique ""Mes Clés"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Géoservices -->"
